statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;GBTLD5;Geburtsland (Häufigste Länder);LAND122;Bosnien und Herzegowina;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;GBTLD5;Geburtsland (Häufigste Länder);LAND122;Bosnien und Herzegowina;406;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;GBTLD5;Geburtsland (Häufigste Länder);LAND450;Kirgisistan;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;GBTLD5;Geburtsland (Häufigste Länder);LAND450;Kirgisistan;934;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;GBTLD5;Geburtsland (Häufigste Länder);LAND432;Vietnam;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;GBTLD5;Geburtsland (Häufigste Länder);LAND432;Vietnam;5657;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;GBTLD5;Geburtsland (Häufigste Länder);LAND168;Vereinigtes Königreich;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;GBTLD5;Geburtsland (Häufigste Länder);LAND168;Vereinigtes Königreich;651;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;GBTLD5;Geburtsland (Häufigste Länder);LAND134;Griechenland;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;GBTLD5;Geburtsland (Häufigste Länder);LAND134;Griechenland;2782;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;GBTLD5;Geburtsland (Häufigste Länder);LAND461;Pakistan;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;GBTLD5;Geburtsland (Häufigste Länder);LAND461;Pakistan;385;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;GBTLD5;Geburtsland (Häufigste Länder);LAND160;Russische Föderation;1,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;GBTLD5;Geburtsland (Häufigste Länder);LAND160;Russische Föderation;140396;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;GBTLD5;Geburtsland (Häufigste Länder);LAND461;Pakistan;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;GBTLD5;Geburtsland (Häufigste Länder);LAND461;Pakistan;1420;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;GBTLD5;Geburtsland (Häufigste Länder);LAND146;Moldau, Republik;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;GBTLD5;Geburtsland (Häufigste Länder);LAND146;Moldau, Republik;784;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;GBTLD5;Geburtsland (Häufigste Länder);LAND432;Vietnam;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;GBTLD5;Geburtsland (Häufigste Länder);LAND432;Vietnam;2258;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;GBTLD5;Geburtsland (Häufigste Länder);LAND146;Moldau, Republik;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;GBTLD5;Geburtsland (Häufigste Länder);LAND146;Moldau, Republik;1691;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;GBTLD5;Geburtsland (Häufigste Länder);LAND158;Schweiz;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;GBTLD5;Geburtsland (Häufigste Länder);LAND158;Schweiz;903;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;GBTLD5;Geburtsland (Häufigste Länder);LAND158;Schweiz;0,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;GBTLD5;Geburtsland (Häufigste Länder);LAND158;Schweiz;7528;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;GBTLD5;Geburtsland (Häufigste Länder);LAND444;Kasachstan;1,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;GBTLD5;Geburtsland (Häufigste Länder);LAND444;Kasachstan;145376;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;GBTLD5;Geburtsland (Häufigste Länder);LAND444;Kasachstan;0,7;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;GBTLD5;Geburtsland (Häufigste Länder);LAND444;Kasachstan;12821;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;GBTLD5;Geburtsland (Häufigste Länder);LAND479;China;0,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;GBTLD5;Geburtsland (Häufigste Länder);LAND479;China;24353;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;GBTLD5;Geburtsland (Häufigste Länder);LAND170;Serbien;0,6;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;GBTLD5;Geburtsland (Häufigste Länder);LAND170;Serbien;34162;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;GBTLD5;Geburtsland (Häufigste Länder);LAND432;Vietnam;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;GBTLD5;Geburtsland (Häufigste Länder);LAND432;Vietnam;13752;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;GBTLD5;Geburtsland (Häufigste Länder);LAND476;Thailand;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;GBTLD5;Geburtsland (Häufigste Länder);LAND476;Thailand;5349;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;GBTLD5;Geburtsland (Häufigste Länder);LAND144;Nordmazedonien (bis 2019: Mazedonien);0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;GBTLD5;Geburtsland (Häufigste Länder);LAND144;Nordmazedonien (bis 2019: Mazedonien);1418;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;GBTLD5;Geburtsland (Häufigste Länder);LAND451;Libanon;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;GBTLD5;Geburtsland (Häufigste Länder);LAND451;Libanon;388;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;GBTLD5;Geburtsland (Häufigste Länder);LAND160;Russische Föderation;1,5;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;GBTLD5;Geburtsland (Häufigste Länder);LAND160;Russische Föderation;165134;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;GBTLD5;Geburtsland (Häufigste Länder);LAND121;Albanien;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;GBTLD5;Geburtsland (Häufigste Länder);LAND121;Albanien;1120;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;GBTLD5;Geburtsland (Häufigste Länder);LAND129;Frankreich;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;GBTLD5;Geburtsland (Häufigste Länder);LAND129;Frankreich;25164;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;GBTLD5;Geburtsland (Häufigste Länder);LAND368;Vereinigte Staaten;0,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;GBTLD5;Geburtsland (Häufigste Länder);LAND368;Vereinigte Staaten;17123;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;GBTLD5;Geburtsland (Häufigste Länder);LAND134;Griechenland;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;GBTLD5;Geburtsland (Häufigste Länder);LAND134;Griechenland;1095;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;GBTLD5;Geburtsland (Häufigste Länder);LAND461;Pakistan;0,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;GBTLD5;Geburtsland (Häufigste Länder);LAND461;Pakistan;5775;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;GBTLD5;Geburtsland (Häufigste Länder);LAND450;Kirgisistan;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;GBTLD5;Geburtsland (Häufigste Länder);LAND450;Kirgisistan;419;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;GBTLD5;Geburtsland (Häufigste Länder);LAND122;Bosnien und Herzegowina;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;GBTLD5;Geburtsland (Häufigste Länder);LAND122;Bosnien und Herzegowina;950;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;GBTLD5;Geburtsland (Häufigste Länder);LAND450;Kirgisistan;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;GBTLD5;Geburtsland (Häufigste Länder);LAND450;Kirgisistan;580;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;GBTLD5;Geburtsland (Häufigste Länder);LAND168;Vereinigtes Königreich;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;GBTLD5;Geburtsland (Häufigste Länder);LAND168;Vereinigtes Königreich;2320;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;GBTLD5;Geburtsland (Häufigste Länder);LAND122;Bosnien und Herzegowina;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;GBTLD5;Geburtsland (Häufigste Länder);LAND122;Bosnien und Herzegowina;1029;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;GBTLD5;Geburtsland (Häufigste Länder);LAND444;Kasachstan;0,8;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;GBTLD5;Geburtsland (Häufigste Länder);LAND444;Kasachstan;23940;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;GBTLD5;Geburtsland (Häufigste Länder);LAND134;Griechenland;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;GBTLD5;Geburtsland (Häufigste Länder);LAND134;Griechenland;1406;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;GBTLD5;Geburtsland (Häufigste Länder);LAND170;Serbien;0,4;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;GBTLD5;Geburtsland (Häufigste Länder);LAND170;Serbien;62982;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;GBTLD5;Geburtsland (Häufigste Länder);LAND146;Moldau, Republik;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;GBTLD5;Geburtsland (Häufigste Länder);LAND146;Moldau, Republik;1530;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;GBTLD5;Geburtsland (Häufigste Länder);LAND479;China;0,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;GBTLD5;Geburtsland (Häufigste Länder);LAND479;China;27206;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;GBTLD5;Geburtsland (Häufigste Länder);LAND475;Syrien;0,7;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;GBTLD5;Geburtsland (Häufigste Länder);LAND475;Syrien;15306;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;GBTLD5;Geburtsland (Häufigste Länder);LAND479;China;0,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;GBTLD5;Geburtsland (Häufigste Länder);LAND479;China;5910;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;GBTLD5;Geburtsland (Häufigste Länder);LAND158;Schweiz;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;GBTLD5;Geburtsland (Häufigste Länder);LAND158;Schweiz;623;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;GBTLD5;Geburtsland (Häufigste Länder);LAND137;Italien;0,5;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;GBTLD5;Geburtsland (Häufigste Länder);LAND137;Italien;91935;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;GBTLD5;Geburtsland (Häufigste Länder);LAND155;Slowakei;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;GBTLD5;Geburtsland (Häufigste Länder);LAND155;Slowakei;1010;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;GBTLD5;Geburtsland (Häufigste Länder);LAND436;Indien;0,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;GBTLD5;Geburtsland (Häufigste Länder);LAND436;Indien;35627;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;GBTLD5;Geburtsland (Häufigste Länder);LAND125;Bulgarien;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;GBTLD5;Geburtsland (Häufigste Länder);LAND125;Bulgarien;1729;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;GBTLD5;Geburtsland (Häufigste Länder);LAND252;Marokko;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;GBTLD5;Geburtsland (Häufigste Länder);LAND252;Marokko;1205;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;GBTLD5;Geburtsland (Häufigste Länder);LAND122;Bosnien und Herzegowina;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;GBTLD5;Geburtsland (Häufigste Länder);LAND122;Bosnien und Herzegowina;665;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;GBTLD5;Geburtsland (Häufigste Länder);LAND476;Thailand;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;GBTLD5;Geburtsland (Häufigste Länder);LAND476;Thailand;916;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;GBTLD5;Geburtsland (Häufigste Länder);LAND423;Afghanistan;0,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;GBTLD5;Geburtsland (Häufigste Länder);LAND423;Afghanistan;53809;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;GBTLD5;Geburtsland (Häufigste Länder);LAND475;Syrien;1,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;GBTLD5;Geburtsland (Häufigste Länder);LAND475;Syrien;44594;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;GBTLD5;Geburtsland (Häufigste Länder);LAND148;Niederlande;-;%;PRS018;Personen;
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;GBTLD5;Geburtsland (Häufigste Länder);LAND148;Niederlande;682;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;GBTLD5;Geburtsland (Häufigste Länder);LAND368;Vereinigte Staaten;0,2;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;GBTLD5;Geburtsland (Häufigste Länder);LAND368;Vereinigte Staaten;22808;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;GBTLD5;Geburtsland (Häufigste Länder);LAND121;Albanien;0,1;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;GBTLD5;Geburtsland (Häufigste Länder);LAND121;Albanien;2174;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;GBTLD5;Geburtsland (Häufigste Länder);LAND148;Niederlande;0,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;GBTLD5;Geburtsland (Häufigste Länder);LAND148;Niederlande;23223;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;GBTLD5;Geburtsland (Häufigste Länder);LAND475;Syrien;1,0;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;GBTLD5;Geburtsland (Häufigste Länder);LAND475;Syrien;29563;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;GBTLD5;Geburtsland (Häufigste Länder);LAND125;Bulgarien;0,3;%;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;GBTLD5;Geburtsland (Häufigste Länder);LAND125;Bulgarien;24826;Anzahl;PRS018;Personen;e
